1000
25894
6000
49;44
7;30
30;65
5;40
100;25
36;32
54;27
71;34
21;9
36;81
84;57
19;38
53;4
88;75
57;37
25;13
19;99
37;9
65;75
16;71
76;76
81;57
19;37
51;46
9;61
35;34
60;66
5;19
57;4
37;10
78;58
2;84
57;100
71;53
72;88
70;54
90;50
27;75
61;42
69;8
39;65
64;21
74;72
79;37
22;14
56;12
45;86
71;62
89;28
24;88
18;44
45;29
78;68
48;74
23;96
33;47
41;77
33;62
25;4
4;39
22;34
21;89
87;23
12;95
73;74
51;72
95;100
18;21
92;82
94;66
94;31
77;28
45;7
56;77
70;13
97;10
26;95
68;41
59;31
50;72
31;12
14;23
8;23
33;38
84;8
12;11
93;45
27;30
37;93
40;6
76;91
70;65
59;6
34;33
10;5
9;89
61;68
28;39
13;5
33;55
9;54
54;62
72;80
76;46
27;40
45;33
52;27
43;22
43;99
74;95
91;6
13;81
100;55
94;86
84;3
83;85
29;39
16;13
44;51
55;27
84;48
76;42
13;7
35;21
75;86
51;96
90;92
29;45
61;9
90;70
92;80
78;63
15;36
70;5
32;94
5;58
92;21
63;65
15;93
43;35
87;98
39;72
72;53
38;20
34;77
62;74
98;72
51;78
82;73
17;46
92;90
2;19
55;90
80;63
35;37
46;79
59;100
5;96
20;48
47;43
72;29
68;41
16;35
26;65
51;1
31;21
53;30
17;37
73;56
18;62
4;61
93;98
82;16
10;98
7;98
89;33
54;51
82;61
94;42
2;1
94;14
94;88
95;74
47;16
86;55
69;3
3;79
72;64
10;58
80;75
100;82
100;51
22;72
39;53
54;40
49;61
12;98
97;9
77;62
76;65
70;91
37;66
47;10
46;48
54;46
100;8
59;28
52;76
43;15
32;65
63;78
24;10
43;30
84;94
67;83
51;100
56;84
2;92
96;95
1;55
73;31
31;47
17;32
56;13
88;94
27;100
46;18
10;75
12;90
96;60
61;32
41;40
66;85
65;31
3;56
38;76
68;34
88;86
78;43
5;13
67;27
18;76
57;94
65;57
98;45
59;100
56;9
62;33
94;79
76;56
11;55
76;59
8;51
59;83
36;84
62;81
94;39
83;8
8;97
90;51
47;93
3;36
24;55
89;33
18;74
73;28
81;4
9;54
55;46
72;72
49;7
84;45
27;98
100;8
25;28
24;66
2;52
22;66
24;29
75;81
72;94
99;93
92;57
69;50
38;63
4;27
57;17
11;56
92;71
64;84
75;25
52;14
86;95
58;93
72;83
67;20
29;14
94;77
16;20
6;73
69;65
41;66
91;28
78;14
10;32
47;40
43;38
70;34
1;65
78;20
48;69
19;39
41;76
10;54
42;92
90;55
100;97
37;12
15;47
86;56
93;75
81;76
95;58
37;42
57;80
19;49
21;40
4;65
12;78
92;82
49;58
70;4
31;79
58;72
98;35
75;30
9;29
19;92
31;66
42;19
51;66
99;54
39;95
85;79
10;68
2;87
46;88
85;18
62;6
86;4
75;2
68;35
78;53
16;44
46;89
65;61
64;4
11;85
49;58
72;76
59;24
86;35
88;12
76;48
28;12
9;79
46;74
75;39
51;49
3;100
56;11
49;35
38;82
64;5
51;10
38;10
38;80
87;96
44;66
19;76
55;3
5;88
8;38
57;68
2;15
30;100
42;52
43;38
94;8
93;70
93;90
31;13
53;58
89;84
12;64
89;26
73;28
47;57
69;19
61;19
2;88
76;16
19;1
7;5
36;97
10;27
81;18
82;86
55;19
56;62
39;40
7;31
12;71
16;37
51;87
93;50
18;96
10;61
95;53
96;89
71;10
39;58
20;22
68;17
31;34
4;53
54;9
72;15
70;51
39;96
33;89
89;37
51;23
10;53
43;16
95;25
69;67
36;42
64;43
76;5
18;34
26;75
39;51
14;57
28;86
11;26
68;1
15;7
22;16
14;41
82;27
51;14
21;96
86;75
8;52
59;98
64;50
96;83
82;31
31;49
66;30
22;11
46;84
41;57
57;12
56;9
81;17
82;3
46;96
88;89
33;21
93;93
10;67
16;29
90;60
11;52
20;92
16;23
31;33
91;19
93;23
22;50
31;46
46;25
66;96
77;92
90;39
