2000
51273
12000
4;19
24;37
37;77
3;6
86;39
64;91
44;35
48;21
64;89
16;45
32;3
31;17
37;44
11;99
97;85
70;78
11;18
73;99
70;20
12;57
50;11
95;11
23;3
10;37
25;69
20;30
49;39
31;28
26;22
64;94
98;71
9;8
56;52
61;100
55;70
2;94
50;68
75;5
100;8
1;30
34;61
1;86
32;57
21;16
57;1
66;9
99;96
43;72
19;17
59;26
41;48
93;15
93;28
73;63
74;6
11;43
80;79
77;4
61;72
70;29
57;83
38;50
48;79
65;86
32;77
43;75
32;9
86;46
95;52
12;24
86;83
62;15
42;42
30;45
58;52
14;59
25;79
24;1
28;36
62;26
60;52
26;94
27;46
51;39
12;77
89;56
24;98
32;23
88;78
76;3
89;74
17;82
8;49
50;84
56;72
96;39
1;82
27;60
83;18
80;56
52;33
50;72
23;25
39;63
14;67
6;41
19;18
43;69
15;1
10;73
71;59
62;46
1;55
7;80
39;10
75;67
67;69
34;23
12;56
40;14
12;45
68;24
79;55
84;62
79;15
96;99
3;4
12;3
91;59
69;18
1;50
43;9
78;26
30;29
34;16
79;62
30;76
99;82
10;46
19;79
53;59
79;42
65;64
93;86
58;2
21;62
35;17
92;46
59;70
13;55
47;73
84;17
57;21
6;93
80;14
22;28
100;45
95;51
36;50
22;19
73;12
88;4
29;7
37;82
20;19
24;100
24;50
43;76
36;66
37;24
76;68
87;43
63;85
49;69
70;83
8;53
41;89
93;13
12;85
35;92
4;75
46;44
80;51
72;71
83;68
65;32
24;84
20;90
48;11
96;40
76;27
9;97
87;2
93;16
92;7
95;49
63;8
67;11
81;97
86;89
22;47
2;40
29;16
39;90
67;67
57;97
58;16
58;51
44;77
87;86
85;8
71;57
73;36
40;29
32;92
3;56
1;43
70;80
38;91
93;67
90;57
15;50
43;1
51;27
71;87
67;82
90;73
20;4
55;73
68;15
40;71
57;38
60;25
23;48
37;87
90;53
87;61
22;69
32;92
60;40
48;88
94;79
40;85
46;50
51;6
60;5
87;43
34;39
12;67
17;21
6;64
94;75
4;15
23;74
40;37
17;28
87;37
79;32
98;81
65;46
47;86
50;1
18;31
48;37
75;26
11;49
19;59
25;2
31;8
65;47
72;65
62;41
4;76
15;2
86;92
45;33
50;31
77;37
8;28
76;99
75;31
89;55
46;32
35;18
59;38
17;78
56;84
18;63
35;98
41;27
45;63
74;23
80;60
91;80
87;57
71;44
43;68
72;100
51;90
92;3
28;34
2;30
83;17
31;12
53;60
45;10
50;33
4;68
37;41
16;10
44;23
91;93
31;46
11;26
48;5
71;93
70;96
24;56
66;84
80;90
65;88
40;92
83;43
70;95
6;86
96;16
86;89
36;46
36;50
11;52
39;10
26;63
30;97
48;66
25;23
56;47
78;100
46;51
85;24
42;41
25;6
80;68
26;44
100;10
80;62
19;34
28;41
51;10
86;39
41;54
16;99
16;85
99;82
77;77
39;5
34;2
48;7
56;45
84;28
54;58
1;40
35;13
56;45
76;74
16;47
68;44
22;74
52;64
69;64
3;77
2;90
63;82
74;44
71;24
55;12
74;75
93;50
4;88
3;59
67;19
31;6
28;10
47;40
29;62
73;80
12;12
18;62
65;49
47;25
45;75
100;40
87;38
30;14
69;59
33;30
41;36
79;66
65;74
73;24
41;77
75;88
23;57
54;61
1;6
11;70
83;77
55;13
11;54
15;51
59;30
97;23
38;10
60;21
16;63
54;15
52;90
96;74
88;88
63;40
77;54
2;59
56;74
47;39
68;54
13;48
85;70
20;57
74;65
55;89
16;10
42;88
80;69
7;4
20;13
33;39
46;73
9;60
8;63
49;33
87;49
38;71
35;22
54;37
37;17
30;24
70;97
39;36
28;30
100;33
6;1
8;29
91;55
78;17
24;62
81;19
89;68
83;39
2;22
62;70
55;54
31;68
13;50
87;59
12;84
19;33
74;71
31;86
22;43
71;38
55;81
42;46
36;79
89;59
77;99
73;57
36;79
29;95
33;89
34;39
31;68
76;3
13;43
90;44
58;30
83;35
82;56
13;54
45;45
39;69
33;32
70;86
7;85
96;88
91;44
26;27
83;74
24;85
11;17
71;4
82;61
42;13
20;26
62;82
52;88
85;36
1;25
34;48
22;80
76;62
58;21
41;29
66;86
65;14
2;82
32;36
24;89
48;70
13;95
88;11
84;54
71;8
6;42
85;7
43;92
33;79
39;55
43;85
1;15
13;78
25;61
37;44
62;97
70;83
82;87
68;28
95;60
81;37
90;20
75;28
15;41
68;38
21;62
74;4
12;75
3;53
33;22
48;4
17;11
82;68
87;14
26;22
92;89
64;98
96;86
23;27
23;34
39;23
1;99
23;66
88;32
87;11
32;78
31;26
2;40
34;62
14;53
73;68
